trans_id,account_from,account_id,account_to,amount,date,merchant_type,new_balance,operation
391,,11,711,21.6,2016-03-23,Fuel,7543.35,withdrawal
392,,6,IGA,58.37,2016-03-24,Groceries,5891.75,withdrawal
393,,10,Shell,36.93,2016-03-25,Fuel,5288.86,withdrawal
394,,4,,35.28,2016-03-25,Income,2710.12,deposit
395,,4,,56.64,2016-03-25,Transfer to Account,2766.76,deposit
396,,12,Big W,38.15,2016-03-26,Shopping,7386.06,withdrawal
397,,9,McDonalds,92.35,2016-03-26,Food,5570.62,withdrawal
398,,2,,36.14,2016-03-26,Uncategorised,1.25,withdrawal
399,,11,,51.66,2016-03-28,Transfer from Account,7491.69,withdrawal
400,,3,,91.44,2016-03-28,Transfer from Account,134.82,withdrawal
401,,12,,50.29,2016-03-28,Transfer from Account,7335.77,withdrawal
402,,10,,81.09,2016-03-28,Income,5369.95,deposit
403,,11,Myer,75.01,2016-03-28,Shopping,7416.68,withdrawal
404,,9,Priceline Pharmacy,52.67,2016-03-29,Health,5517.95,withdrawal
405,,8,,94.11,2016-03-29,Transfer from Account,204.22,withdrawal
406,,5,Event Cinemas,66.67,2016-03-29,Entertainment,436.47,withdrawal
407,,9,,11.93,2016-03-29,Transfer from Account,5506.02,withdrawal
408,,6,,28.63,2016-03-30,Income,5920.38,deposit
409,,7,Priceline Pharmacy,20.36,2016-03-30,Health,5538.11,withdrawal
410,,5,Shell,4.35,2016-03-30,Fuel,432.12,withdrawal
411,,8,Red Rooster,65.73,2016-03-31,Food,138.49,withdrawal
412,,9,Lowes,57.22,2016-03-31,Shopping,5448.8,withdrawal
413,,4,,12.22,2016-03-31,Income,2778.98,deposit
414,,7,,16.78,2016-04-01,Transfer from Account,5521.33,withdrawal
415,,12,Shell,51.87,2016-04-01,Fuel,7283.9,withdrawal
416,,6,,21.33,2016-04-01,Transfer from Account,5899.05,withdrawal
417,,6,,20.18,2016-04-01,Income,5919.23,deposit
418,,4,IGA,41.03,2016-04-01,Groceries,2737.95,withdrawal
419,,1,,30.69,2016-04-02,Income,3223.65,deposit
420,,11,,56.29,2016-04-03,Uncategorised,7360.39,withdrawal
421,,7,Red Rooster,32.22,2016-04-03,Food,5489.11,withdrawal
422,,10,,71.84,2016-04-03,Transfer from Account,5298.11,withdrawal
423,,13,Priceline Pharmacy,87.23,2016-04-04,Health,7855.53,withdrawal
424,,1,Myer,75.2,2016-04-04,Shopping,3148.45,withdrawal
425,,6,Event Cinemas,68.05,2016-04-04,Entertainment,5851.18,withdrawal
426,,6,Shell,85.15,2016-04-04,Fuel,5766.03,withdrawal
427,,5,Event Cinemas,29.49,2016-04-04,Entertainment,402.63,withdrawal
428,,4,Priceline Pharmacy,76.04,2016-04-04,Health,2661.91,withdrawal
429,,8,Chemist Warehouse,44.63,2016-04-05,Health,93.86,withdrawal
430,,5,Woolworths,37.51,2016-04-05,Groceries,365.12,withdrawal
431,,5,EB Games,16.68,2016-04-05,Entertainment,348.44,withdrawal
432,,7,Caltex,46.59,2016-04-06,Fuel,5442.52,withdrawal
433,,3,,38.24,2016-04-07,Transfer from Account,96.58,withdrawal
434,,2,Caltex,99.19,2016-04-07,Fuel,-97.94,withdrawal
435,,12,Priceline Pharmacy,99.57,2016-04-08,Health,7184.33,withdrawal
436,,5,Event Cinemas,43.08,2016-04-08,Entertainment,305.36,withdrawal
437,,8,McDonalds,52.68,2016-04-08,Food,41.18,withdrawal
438,,3,,79.61,2016-04-08,Transfer to Account,176.19,deposit
439,,1,Kmart,1.66,2016-04-08,Shopping,3146.79,withdrawal
440,,6,Hungry Jacks,70.77,2016-04-09,Food,5695.26,withdrawal
441,,9,EB Games,93.48,2016-04-09,Entertainment,5355.32,withdrawal
442,,3,Coles,57.52,2016-04-09,Groceries,118.67,withdrawal
443,,12,Big W,35.98,2016-04-10,Shopping,7148.35,withdrawal
444,,11,Caltex,17.83,2016-04-10,Fuel,7342.56,withdrawal
445,,1,JBHiFi,76.3,2016-04-10,Entertainment,3070.49,withdrawal
446,,9,Caltex,87.06,2016-04-10,Fuel,5268.26,withdrawal
447,,5,,23.01,2016-04-11,Income,328.37,deposit
448,,3,Coles,66.65,2016-04-11,Fuel,52.02,withdrawal
449,,10,Shell,5.01,2016-04-11,Fuel,5293.1,withdrawal
450,,10,KFC,6.74,2016-04-11,Food,5286.36,withdrawal
451,,11,,67.36,2016-04-11,Transfer from Account,7275.2,withdrawal
452,,11,,27.54,2016-04-11,Income,7302.74,deposit
453,,11,Lowes,1.14,2016-04-12,Shopping,7301.6,withdrawal
454,,2,711,3.85,2016-04-12,Fuel,-101.79,withdrawal
455,,6,McDonalds,37.37,2016-04-12,Food,5657.89,withdrawal
456,,2,711,9.05,2016-04-12,Fuel,-110.84,withdrawal
457,,11,Woolworths,90.99,2016-04-12,Groceries,7210.61,withdrawal
458,,4,Coles,11.18,2016-04-12,Fuel,2650.73,withdrawal
459,,10,Coles,41.09,2016-04-13,Groceries,5245.27,withdrawal
460,,3,EB Games,35.33,2016-04-14,Entertainment,16.69,withdrawal
461,,11,,33.25,2016-04-14,Transfer to Account,7243.86,deposit
462,,10,Event Cinemas,44.36,2016-04-15,Entertainment,5200.91,withdrawal
463,,10,,49.11,2016-04-15,Uncategorised,5151.8,withdrawal
464,,1,711,40.78,2016-04-15,Fuel,3029.71,withdrawal
465,,6,Coles,59.65,2016-04-16,Fuel,5598.24,withdrawal
466,,6,,97.81,2016-04-16,Income,5696.05,deposit
467,,5,,80.65,2016-04-16,Transfer to Account,409.02,deposit
468,,9,Coles,27.3,2016-04-16,Groceries,5240.96,withdrawal
469,,8,,70.04,2016-04-18,Transfer from Account,-28.86,withdrawal
470,,13,IGA,56.66,2016-04-18,Groceries,7798.87,withdrawal
471,,9,Lowes,65.42,2016-04-19,Shopping,5175.54,withdrawal
472,,3,EB Games,66.38,2016-04-19,Entertainment,-49.69,withdrawal
473,,11,JBHiFi,82.62,2016-04-19,Entertainment,7161.24,withdrawal
474,,8,IGA,70.06,2016-04-19,Groceries,-98.92,withdrawal
475,,11,,14.29,2016-04-20,Transfer from Account,7146.95,withdrawal
476,,7,Priceline Pharmacy,4.25,2016-04-21,Health,5438.27,withdrawal
477,,11,Priceline Pharmacy,78.0,2016-04-21,Health,7068.95,withdrawal
478,,7,,67.54,2016-04-21,Income,5505.81,deposit
479,,7,Event Cinemas,84.43,2016-04-21,Entertainment,5421.38,withdrawal
480,,6,JBHiFi,1.05,2016-04-22,Entertainment,5695.0,withdrawal
481,,10,,80.5,2016-04-22,Income,5232.3,deposit
482,,9,,13.52,2016-04-22,Uncategorised,5162.02,withdrawal
483,,11,,5.41,2016-04-22,Transfer from Account,7063.54,withdrawal
484,,10,Red Rooster,56.33,2016-04-22,Food,5175.97,withdrawal
485,,5,,47.35,2016-04-22,Transfer from Account,361.67,withdrawal
486,,2,Big W,93.45,2016-04-23,Shopping,-204.29,withdrawal
487,,10,Big W,23.88,2016-04-23,Shopping,5152.09,withdrawal
488,,2,IGA,46.26,2016-04-24,Groceries,-250.55,withdrawal
489,,7,,80.12,2016-04-24,Transfer to Account,5501.5,deposit
490,,7,Big W,39.51,2016-04-24,Shopping,5461.99,withdrawal
491,,6,EB Games,25.72,2016-04-24,Entertainment,5669.28,withdrawal
492,,11,,77.18,2016-04-25,Transfer to Account,7140.72,deposit
493,,6,,75.85,2016-04-25,Income,5745.13,deposit
494,,2,IGA,54.97,2016-04-26,Groceries,-305.52,withdrawal
495,,11,KFC,79.88,2016-04-26,Food,7060.84,withdrawal
496,,6,Aldi,73.31,2016-04-26,Groceries,5671.82,withdrawal
497,,7,Aldi,33.22,2016-04-26,Groceries,5428.77,withdrawal
498,,1,,66.53,2016-04-26,Income,3096.24,deposit
499,,11,Lowes,15.09,2016-04-27,Shopping,7045.75,withdrawal
500,,9,Coles,41.95,2016-04-27,Fuel,5120.07,withdrawal
501,,7,Big W,95.24,2016-04-27,Shopping,5333.53,withdrawal
502,,6,,36.86,2016-04-28,Uncategorised,5634.96,withdrawal
503,,12,,80.17,2016-04-28,Transfer to Account,7228.52,deposit
504,,3,JBHiFi,17.21,2016-04-28,Entertainment,-66.9,withdrawal
505,,4,JBHiFi,95.44,2016-04-28,Entertainment,2555.29,withdrawal
506,,1,Red Rooster,74.59,2016-04-29,Food,3021.65,withdrawal
507,,4,Aldi,51.46,2016-04-29,Groceries,2503.83,withdrawal
508,,10,Chemist Warehouse,75.12,2016-04-29,Health,5076.97,withdrawal
509,,10,Shell,46.96,2016-04-30,Fuel,5030.01,withdrawal
510,,10,,74.49,2016-05-01,Income,5104.5,deposit
511,,4,,18.33,2016-05-01,Income,2522.16,deposit
512,,3,Priceline Pharmacy,70.98,2016-05-01,Health,-137.88,withdrawal
513,,8,Coles,12.4,2016-05-01,Fuel,-111.32,withdrawal
514,,2,EB Games,11.93,2016-05-02,Entertainment,-317.45,withdrawal
515,,5,Event Cinemas,69.05,2016-05-03,Entertainment,292.62,withdrawal
516,,3,,36.46,2016-05-03,Transfer from Account,-174.34,withdrawal
517,,5,,42.69,2016-05-04,Transfer to Account,335.31,deposit
518,,12,,19.23,2016-05-05,Transfer from Account,7209.29,withdrawal
519,,4,Woolworths,32.72,2016-05-05,Groceries,2489.44,withdrawal
520,,4,,89.62,2016-05-05,Uncategorised,2399.82,withdrawal
521,,11,Coles,4.17,2016-05-05,Fuel,7041.58,withdrawal
522,,11,KFC,78.87,2016-05-05,Food,6962.71,withdrawal
523,,11,McDonalds,23.21,2016-05-06,Food,6939.5,withdrawal
524,,3,,30.14,2016-05-06,Uncategorised,-204.48,withdrawal
525,,11,,98.71,2016-05-06,Income,7038.21,deposit
526,,13,,66.15,2016-05-06,Transfer to Account,7865.02,deposit
527,,8,,46.71,2016-05-07,Transfer from Account,-158.03,withdrawal
528,,7,EB Games,7.28,2016-05-07,Entertainment,5326.25,withdrawal
529,,11,,51.58,2016-05-07,Income,7089.79,deposit
530,,7,,55.9,2016-05-07,Income,5382.15,deposit
531,,14,IGA,73.45,2016-05-08,Groceries,8878.41,withdrawal
532,,8,Target,45.7,2016-05-08,Shopping,-203.73,withdrawal
533,,13,711,94.11,2016-05-09,Fuel,7770.91,withdrawal
534,,9,IGA,27.55,2016-05-09,Groceries,5092.52,withdrawal
535,,11,JBHiFi,75.15,2016-05-10,Entertainment,7014.64,withdrawal
536,,6,Myer,50.22,2016-05-10,Shopping,5584.74,withdrawal
537,,7,,71.73,2016-05-11,Transfer to Account,5453.88,deposit
538,,11,Chemist Warehouse,5.24,2016-05-12,Health,7009.4,withdrawal
539,,14,,65.82,2016-05-12,Transfer to Account,8944.23,deposit
540,,9,,80.2,2016-05-13,Transfer to Account,5172.72,deposit
541,,11,Woolworths,70.47,2016-05-13,Groceries,6938.93,withdrawal
542,,5,,58.74,2016-05-13,Income,394.05,deposit
543,,10,Hungry Jacks,91.97,2016-05-13,Food,5012.53,withdrawal
544,,2,,58.46,2016-05-14,Transfer from Account,-375.91,withdrawal
545,,11,,48.0,2016-05-15,Transfer from Account,6890.93,withdrawal
546,,4,,1.98,2016-05-15,Transfer to Account,2401.8,deposit
547,,6,Event Cinemas,3.72,2016-05-15,Entertainment,5581.02,withdrawal
548,,6,,96.62,2016-05-15,Uncategorised,5484.4,withdrawal
549,,12,Coles,78.01,2016-05-16,Groceries,7131.28,withdrawal
550,,6,Priceline Pharmacy,60.09,2016-05-16,Health,5424.31,withdrawal
551,,7,,6.19,2016-05-16,Transfer to Account,5460.07,deposit
552,,14,Chemist Warehouse,86.55,2016-05-16,Health,8857.68,withdrawal
553,,13,Event Cinemas,66.99,2016-05-17,Entertainment,7703.92,withdrawal
554,,6,,62.28,2016-05-18,Transfer to Account,5486.59,deposit
555,,12,Priceline Pharmacy,72.21,2016-05-18,Health,7059.07,withdrawal
556,,12,,4.47,2016-05-19,Transfer from Account,7054.6,withdrawal
557,,12,Coles,64.37,2016-05-19,Fuel,6990.23,withdrawal
558,,3,,31.24,2016-05-19,Transfer to Account,-173.24,deposit
559,,3,Chemist Warehouse,46.67,2016-05-20,Health,-219.91,withdrawal
560,,8,,3.22,2016-05-20,Transfer to Account,-200.51,deposit
561,,13,,65.81,2016-05-20,Income,7769.73,deposit
562,,11,Priceline Pharmacy,87.69,2016-05-21,Health,6803.24,withdrawal
563,,5,,65.92,2016-05-21,Income,459.97,deposit
564,,11,Shell,79.28,2016-05-21,Fuel,6723.96,withdrawal
565,,14,,17.03,2016-05-21,Income,8874.71,deposit
566,,13,Coles,1.12,2016-05-21,Groceries,7768.61,withdrawal
567,,13,,74.52,2016-05-22,Transfer to Account,7843.13,deposit
568,,5,,53.9,2016-05-22,Transfer to Account,513.87,deposit
569,,13,Event Cinemas,72.13,2016-05-22,Entertainment,7771.0,withdrawal
570,,5,Coles,11.28,2016-05-22,Fuel,502.59,withdrawal
571,,7,,93.56,2016-05-23,Transfer from Account,5366.51,withdrawal
572,,12,Red Rooster,46.48,2016-05-23,Food,6943.75,withdrawal
573,,12,KFC,69.9,2016-05-24,Food,6873.85,withdrawal
574,,13,,78.35,2016-05-24,Uncategorised,7692.65,withdrawal
575,,6,Big W,16.83,2016-05-24,Shopping,5469.76,withdrawal
576,,14,Chemist Warehouse,74.55,2016-05-25,Health,8800.16,withdrawal
577,,14,,48.95,2016-05-25,Transfer from Account,8751.21,withdrawal
578,,13,711,87.96,2016-05-25,Fuel,7604.69,withdrawal
579,,12,,81.18,2016-05-26,Income,6955.03,deposit
580,,11,KFC,24.41,2016-05-26,Food,6699.55,withdrawal
581,,5,Event Cinemas,4.39,2016-05-26,Entertainment,498.2,withdrawal
582,,14,711,49.28,2016-05-26,Fuel,8701.93,withdrawal
583,,2,,81.67,2016-05-26,Transfer to Account,-294.24,deposit
584,,12,Woolworths,96.14,2016-05-27,Groceries,6858.89,withdrawal
585,,6,711,71.58,2016-05-27,Fuel,5398.18,withdrawal
586,,6,Chemist Warehouse,68.79,2016-05-28,Health,5329.39,withdrawal
587,,8,Shell,97.18,2016-05-29,Fuel,-297.69,withdrawal
588,,8,,83.29,2016-05-29,Transfer from Account,-380.98,withdrawal
589,,15,Coles,48.71,2016-05-29,Groceries,1061.79,withdrawal
590,,1,Shell,94.19,2016-05-29,Fuel,2927.46,withdrawal
591,,7,Coles,52.45,2016-05-30,Groceries,5314.06,withdrawal
592,,13,,88.64,2016-05-30,Income,7693.33,deposit
593,,7,,45.35,2016-05-30,Income,5359.41,deposit
594,,4,Kmart,88.6,2016-05-31,Shopping,2313.2,withdrawal
595,,9,,49.93,2016-05-31,Income,5222.65,deposit
596,,14,IGA,66.59,2016-06-02,Groceries,8635.34,withdrawal
597,,15,,96.17,2016-06-03,Transfer from Account,965.62,withdrawal
598,,15,,65.96,2016-06-03,Income,1031.58,deposit
599,,6,Lowes,31.54,2016-06-03,Shopping,5297.85,withdrawal
600,,13,Aldi,56.47,2016-06-03,Groceries,7636.86,withdrawal
601,,7,KFC,15.46,2016-06-03,Food,5343.95,withdrawal
602,,12,Woolworths,3.56,2016-06-03,Groceries,6855.33,withdrawal
603,,3,,36.45,2016-06-04,Transfer from Account,-256.36,withdrawal
604,,12,,18.86,2016-06-04,Income,6874.19,deposit
605,,7,JBHiFi,98.09,2016-06-04,Entertainment,5245.86,withdrawal
606,,3,EB Games,52.19,2016-06-05,Entertainment,-308.55,withdrawal
607,,6,JBHiFi,56.75,2016-06-06,Entertainment,5241.1,withdrawal
608,,14,,20.46,2016-06-06,Uncategorised,8614.88,withdrawal
609,,11,,11.11,2016-06-06,Transfer from Account,6688.44,withdrawal
610,,12,Myer,90.93,2016-06-07,Shopping,6783.26,withdrawal
611,,14,Kmart,70.1,2016-06-07,Shopping,8544.78,withdrawal
612,,15,Chemist Warehouse,71.25,2016-06-07,Health,960.33,withdrawal
613,,8,,34.92,2016-06-07,Transfer to Account,-346.06,deposit
614,,13,,68.01,2016-06-07,Transfer from Account,7568.85,withdrawal
615,,14,,77.26,2016-06-08,Uncategorised,8467.52,withdrawal
616,,9,,17.26,2016-06-08,Income,5239.91,deposit
617,,7,,29.07,2016-06-08,Uncategorised,5216.79,withdrawal
618,,10,Target,12.62,2016-06-08,Shopping,4999.91,withdrawal
619,,5,,33.61,2016-06-09,Income,531.81,deposit
620,,4,,90.98,2016-06-09,Transfer to Account,2404.18,deposit
621,,11,,77.63,2016-06-09,Uncategorised,6610.81,withdrawal
622,,6,Event Cinemas,44.44,2016-06-09,Entertainment,5196.66,withdrawal
623,,11,Woolworths,96.6,2016-06-10,Groceries,6514.21,withdrawal
624,,12,,57.14,2016-06-10,Transfer to Account,6840.4,deposit
625,,4,,61.08,2016-06-10,Transfer to Account,2465.26,deposit
626,,6,Chemist Warehouse,49.49,2016-06-10,Health,5147.17,withdrawal
627,,14,,7.84,2016-06-10,Income,8475.36,deposit
628,,15,Chemist Warehouse,28.35,2016-06-11,Health,931.98,withdrawal
629,,9,,27.88,2016-06-11,Uncategorised,5212.03,withdrawal
630,,9,Chemist Warehouse,44.24,2016-06-11,Health,5167.79,withdrawal
631,,5,,35.53,2016-06-12,Transfer from Account,496.28,withdrawal
632,,7,,93.57,2016-06-12,Income,5310.36,deposit
633,,2,,98.44,2016-06-14,Uncategorised,-392.68,withdrawal
634,,13,Chemist Warehouse,96.87,2016-06-14,Health,7471.98,withdrawal
635,,15,Red Rooster,9.17,2016-06-14,Food,922.81,withdrawal
636,,14,JBHiFi,10.52,2016-06-14,Entertainment,8464.84,withdrawal
637,,15,,49.07,2016-06-14,Income,971.88,deposit
638,,8,Red Rooster,80.05,2016-06-15,Food,-426.11,withdrawal
639,,8,Myer,48.73,2016-06-15,Shopping,-474.84,withdrawal
640,,7,Priceline Pharmacy,11.02,2016-06-16,Health,5299.34,withdrawal
641,,1,,19.04,2016-06-16,Income,2946.5,deposit
642,,12,,86.19,2016-06-17,Income,6926.59,deposit
643,,4,,71.15,2016-06-17,Uncategorised,2394.11,withdrawal
644,,12,,11.39,2016-06-17,Uncategorised,6915.2,withdrawal
645,,11,,20.56,2016-06-17,Uncategorised,6493.65,withdrawal
646,,13,Shell,98.82,2016-06-18,Fuel,7373.16,withdrawal
647,,1,,22.81,2016-06-18,Income,2969.31,deposit
648,,12,,29.8,2016-06-18,Uncategorised,6885.4,withdrawal
649,,15,,43.49,2016-06-18,Transfer to Account,1015.37,deposit
650,,2,,4.15,2016-06-19,Transfer to Account,-388.53,deposit
651,,15,Caltex,4.61,2016-06-20,Fuel,1010.76,withdrawal
652,,12,,2.91,2016-06-20,Transfer from Account,6882.49,withdrawal
653,,12,Chemist Warehouse,36.56,2016-06-20,Health,6845.93,withdrawal
654,,14,,2.09,2016-06-20,Transfer from Account,8462.75,withdrawal
655,,11,,45.76,2016-06-20,Transfer from Account,6447.89,withdrawal
656,,2,Shell,42.02,2016-06-20,Fuel,-430.55,withdrawal
657,,14,,19.63,2016-06-21,Transfer to Account,8482.38,deposit
658,,12,EB Games,25.3,2016-06-21,Entertainment,6820.63,withdrawal
659,,7,,91.82,2016-06-22,Uncategorised,5207.52,withdrawal
660,,12,,37.11,2016-06-22,Transfer to Account,6857.74,deposit
661,,8,Caltex,94.68,2016-06-23,Fuel,-569.52,withdrawal
662,,3,Coles,50.49,2016-06-24,Groceries,-359.04,withdrawal
663,,3,Target,71.83,2016-06-24,Shopping,-430.87,withdrawal
664,,12,Chemist Warehouse,70.02,2016-06-24,Health,6787.72,withdrawal
665,,5,Kmart,37.7,2016-06-25,Shopping,458.58,withdrawal
666,,3,EB Games,71.05,2016-06-25,Entertainment,-501.92,withdrawal
667,,5,,95.89,2016-06-26,Income,554.47,deposit
668,,5,,51.09,2016-06-27,Income,605.56,deposit
669,,10,Aldi,31.98,2016-06-27,Groceries,4967.93,withdrawal
670,,11,Woolworths,53.77,2016-06-28,Groceries,6394.12,withdrawal
671,,3,,54.47,2016-06-28,Transfer from Account,-556.39,withdrawal
672,,13,,78.54,2016-06-29,Income,7451.7,deposit
673,,15,Priceline Pharmacy,7.85,2016-06-29,Health,1002.91,withdrawal
674,,9,Big W,63.13,2016-06-29,Shopping,5104.66,withdrawal
675,,14,Chemist Warehouse,45.49,2016-06-29,Health,8436.89,withdrawal
676,,2,,47.73,2016-06-30,Income,-382.82,deposit
677,,12,Coles,88.06,2016-06-30,Groceries,6699.66,withdrawal
678,,17,Chemist Warehouse,69.73,2016-06-30,Health,4108.68,withdrawal
679,,9,Priceline Pharmacy,54.3,2016-06-30,Health,5050.36,withdrawal
680,,10,McDonalds,62.61,2016-06-30,Food,4905.32,withdrawal
681,,9,,74.37,2016-06-30,Transfer from Account,4975.99,withdrawal
682,,14,Event Cinemas,71.09,2016-07-01,Entertainment,8365.8,withdrawal
683,,7,Event Cinemas,70.69,2016-07-01,Entertainment,5136.83,withdrawal
684,,12,711,25.91,2016-07-01,Fuel,6673.75,withdrawal
685,,5,,67.25,2016-07-02,Transfer from Account,538.31,withdrawal
686,,2,Woolworths,52.04,2016-07-02,Groceries,-434.86,withdrawal
687,,5,Caltex,2.43,2016-07-02,Fuel,535.88,withdrawal
688,,8,Hungry Jacks,27.82,2016-07-02,Food,-597.34,withdrawal
689,,5,,49.94,2016-07-02,Income,585.82,deposit
690,,16,Caltex,5.54,2016-07-02,Fuel,3896.84,withdrawal
691,,15,Caltex,54.03,2016-07-02,Fuel,948.88,withdrawal
692,,14,IGA,28.65,2016-07-03,Groceries,8337.15,withdrawal
693,,19,Coles,31.87,2016-07-03,Fuel,9365.71,withdrawal
694,,18,McDonalds,8.66,2016-07-03,Food,8720.37,withdrawal
695,,18,Chemist Warehouse,46.13,2016-07-03,Health,8674.24,withdrawal
696,,17,,64.28,2016-07-03,Transfer to Account,4172.96,deposit
697,,6,,35.22,2016-07-03,Uncategorised,5111.95,withdrawal
698,,1,Event Cinemas,19.05,2016-07-04,Entertainment,2950.26,withdrawal
699,,18,Event Cinemas,27.11,2016-07-04,Entertainment,8647.13,withdrawal
700,,8,Big W,86.41,2016-07-04,Shopping,-683.75,withdrawal
701,,9,Chemist Warehouse,57.19,2016-07-04,Health,4918.8,withdrawal
702,,16,Aldi,56.6,2016-07-04,Groceries,3840.24,withdrawal
703,,3,,51.21,2016-07-05,Transfer to Account,-505.18,deposit
704,,16,,26.18,2016-07-05,Income,3866.42,deposit
705,,19,,79.21,2016-07-05,Transfer from Account,9286.5,withdrawal
706,,19,EB Games,1.32,2016-07-05,Entertainment,9285.18,withdrawal
707,,8,Priceline Pharmacy,97.34,2016-07-05,Health,-781.09,withdrawal
708,,2,Coles,90.06,2016-07-05,Fuel,-524.92,withdrawal
709,,13,Priceline Pharmacy,7.49,2016-07-06,Health,7444.21,withdrawal
710,,13,,94.02,2016-07-06,Transfer to Account,7538.23,deposit
711,,8,Chemist Warehouse,81.87,2016-07-07,Health,-862.96,withdrawal
712,,10,,28.32,2016-07-07,Transfer from Account,4877.0,withdrawal
713,,17,,12.25,2016-07-07,Transfer from Account,4160.71,withdrawal
714,,1,,22.32,2016-07-07,Transfer to Account,2972.58,deposit
715,,7,,87.39,2016-07-07,Income,5224.22,deposit
716,,19,,81.53,2016-07-07,Transfer from Account,9203.65,withdrawal
717,,17,,88.19,2016-07-07,Uncategorised,4072.52,withdrawal
718,,9,Aldi,98.15,2016-07-08,Groceries,4820.65,withdrawal
719,,5,Lowes,2.57,2016-07-08,Shopping,583.25,withdrawal
720,,8,,58.5,2016-07-08,Transfer to Account,-804.46,deposit
721,,18,EB Games,63.36,2016-07-08,Entertainment,8583.77,withdrawal
722,,16,Shell,80.71,2016-07-08,Fuel,3785.71,withdrawal
723,,13,Chemist Warehouse,25.19,2016-07-09,Health,7513.04,withdrawal
724,,12,,51.01,2016-07-09,Uncategorised,6622.74,withdrawal
725,,6,Shell,24.41,2016-07-10,Fuel,5087.54,withdrawal
726,,8,Event Cinemas,48.71,2016-07-10,Entertainment,-853.17,withdrawal
727,,8,IGA,60.12,2016-07-10,Groceries,-913.29,withdrawal
728,,11,Priceline Pharmacy,99.7,2016-07-11,Health,6294.42,withdrawal
729,,19,Lowes,36.48,2016-07-11,Shopping,9167.17,withdrawal
730,,8,Myer,9.47,2016-07-11,Shopping,-922.76,withdrawal
731,,2,,57.5,2016-07-11,Transfer from Account,-582.42,withdrawal
732,,6,Priceline Pharmacy,59.85,2016-07-11,Health,5027.69,withdrawal
733,,10,,58.64,2016-07-11,Transfer to Account,4935.64,deposit
734,,2,,62.77,2016-07-12,Income,-519.65,deposit
735,,10,Event Cinemas,42.07,2016-07-12,Entertainment,4893.57,withdrawal
736,,9,,26.53,2016-07-12,Transfer from Account,4794.12,withdrawal
737,,1,McDonalds,70.6,2016-07-12,Food,2901.98,withdrawal
738,,11,EB Games,87.68,2016-07-12,Entertainment,6206.74,withdrawal
739,,12,,20.17,2016-07-12,Income,6642.91,deposit
740,,5,Shell,61.22,2016-07-12,Fuel,522.03,withdrawal
741,,19,,36.58,2016-07-12,Transfer to Account,9203.75,deposit
742,,7,,42.93,2016-07-13,Transfer to Account,5267.15,deposit
743,,10,Priceline Pharmacy,7.16,2016-07-13,Health,4886.41,withdrawal
744,,6,Big W,20.94,2016-07-13,Shopping,5006.75,withdrawal
745,,10,Hungry Jacks,4.9,2016-07-13,Food,4881.51,withdrawal
746,,19,EB Games,47.74,2016-07-13,Entertainment,9156.01,withdrawal
747,,12,Caltex,38.43,2016-07-13,Fuel,6604.48,withdrawal
748,,13,JBHiFi,96.54,2016-07-13,Entertainment,7416.5,withdrawal
749,,17,Chemist Warehouse,11.7,2016-07-13,Health,4060.82,withdrawal
750,,10,,3.78,2016-07-14,Uncategorised,4877.73,withdrawal
751,,7,,72.96,2016-07-14,Transfer from Account,5194.19,withdrawal
752,,17,,38.1,2016-07-14,Transfer to Account,4098.92,deposit
753,,19,,29.9,2016-07-14,Uncategorised,9126.11,withdrawal
754,,7,EB Games,95.07,2016-07-15,Entertainment,5099.12,withdrawal
755,,17,Aldi,86.8,2016-07-15,Groceries,4012.12,withdrawal
756,,2,Big W,95.51,2016-07-15,Shopping,-615.16,withdrawal
757,,7,Lowes,25.91,2016-07-15,Shopping,5073.21,withdrawal
758,,15,McDonalds,57.14,2016-07-16,Food,891.74,withdrawal
